anime_id,anime_name,anime_genre,anime_ratings,anime_episodes
30764,Jibun no Mune ni te wo Atete,Drama,4.88,1
30970,Jidou Bungaku Library,Demons,8.5,6
28489,Jigoku Koushien,Comedy,5.14,1
26331,Jigoku no Soubee,Comedy,7.33,1
32800,Jijii: Owari no Hajimari,Music,4.28,1
29645,Jikan,Dementia,3.77,1
33886,Jikkyou Chuukei,Dementia,4.31,1
6701,Jim Button,Adventure,6.1,26
30761,Jin Ken Mamoru-kun to Ayumi-chan Sekai wo Shiawase ni,Fantasy,4.92,1
10741,Jingi,Adventure,5.86,2
33267,Jinxiu Shenzhou Zhi Qi You Ji,Adventure,4.67,Unknown
17291,Jinzou Konchuu Kabutoborg VxV,Action,6.94,52
33144,Jiok,Drama,6.22,1
28565,Jishin da!! Mii-chan no Bousai Kunren,Drama,7.5,1
28549,Jishin ga Kitarou Dousuru? Mushi Mushi Mura no Bousai Kunren,Drama,6.33,1
32777,Jitensha-hen,Music,3.53,1
28145,Johnny Cypher,Action,6.86,130
30157,Joki Joki Tailor,Kids,4.06,1
20835,Joshikousei Nobunaga-chan!!,Comedy,5.96,10
30392,Joukyou Monogatari,Slice of Life,5.4,1
29752,JU Chuuko Jidousha Hanbaishi x Peeping Life,Comedy,3.59,2
11857,Judo Sanka,Shounen,6.68,27
19063,Judo-bu Monogatari,School,5.88,2
32092,Juicy Jungle,Music,3.56,1
10889,Jungle Kurobee,Comedy,6.8,31
18533,Jungle Taitei Leo: Hon-o-ji,Adventure,6.77,1
17473,Jungle Wars,Adventure,5.45,1
19627,Junkers Come Here: Memories of You,Drama,5.73,1
9525,Junod,Drama,6.97,1
11767,Justeen,Action,5.36,1
29409,Juu-nin no Chiisa na Indian,Kids,3.5,1
21021,Juugo Shounen Hyouryuuki: Kaizokujima de! Daibouken,Adventure,5.67,1
6072,Juuippiki no Neko to Ahoudori,Adventure,5.7,1
27845,Juupiki no Kaeru,Kids,6.25,2
31016,Juuroku Jizou Monogatari: Sensou no Gisei ni Natta Kodomo-tachi,Drama,6.33,1
25057,Kaba Enchou no Doubutsuen Nikki,Comedy,5.67,1
9606,Kaba no Potomasu,Kids,6.13,1
33867,Kabi Usagi,Comedy,6.4,Unknown
33870,Kabi Usagi: Game Center,Comedy,4.17,1
33869,Kabi Usagi: Hikouki,Comedy,3.92,1
33868,Kabi Usagi: Kaichuu,Comedy,4.17,1
32473,Kabocha no Oji-san,Kids,4.75,1
29748,Kabushiki Kaisha Zoo,Comedy,6.33,12
33695,Kabushikigaisha Aokishouji,Comedy,3.41,2
30921,Kacchikenee!,Supernatural,6.28,1
10757,Kachikachi Yama,Drama,5.33,1
33134,Kachikachi Yama (1939),Fantasy,7,1
33135,Kachikachi Yama (1940),Fantasy,6.5,1
33136,Kachikachi Yama (1958),Fantasy,5.67,1
30457,Kachikachi Yama no Shouboutai,Comedy,6.19,1
33133,Kachikachi Yama: Umi Yama-hen,Fantasy,5.5,1
29746,Kaden Manzai John TV Show!,Comedy,5.67,25
31599,Kaette Kite yoo Toyama kara,Comedy,4.17,Unknown
10965,Kagaku Bouken-tai Tansar 5,Adventure,6.73,34
29870,Kagami,Romance,4.49,1
18475,Kagayake! Yuujou no V Sign,Sports,5.67,1
29677,Kage,Drama,4.22,1
7856,Kage no Kodomo,Dementia,6.76,1
29529,Kagee Aesop Monogatari,Adventure,7.17,26
10236,Kagee Grimm Douwa,Adventure,5.94,52
29527,Kagee Mukashibanashi,Adventure,7.5,65
33219,Kagerou Daze: In a Day&#039;s,Comedy,7.29,1
19497,Kagerouka-kun,Fantasy,5.19,1
23569,Kagirinaki Rakuen,Slice of Life,7.25,1
33607,Kahei no Umi,Historical,9.33,1
29381,Kai Douryoku,Dementia,6.83,1
29383,Kai Douryoku Real,Dementia,5.5,1
22975,Kaibutsu-kun: Demon no Ken,Comedy,5.88,1
22977,Kaibutsu-kun: Kaibutsu Land e no Shoutai,Comedy,6.22,1
30777,Kaijuu Sakaba Kanpai!,Comedy,4.9,13
32197,Kaijuu Sakaba Kanpai! Specials,Comedy,4.6,13
19087,Kaiketsu Tamagon,Adventure,5.65,195
15067,Kaiketsu Zorori Da-Da-Da-Daibouken!,Adventure,5.81,1
30313,Kaiketsu Zorori Movie: Uchuu no Yuusha-tachi,Adventure,5,1
19587,Kaiketsu Zorori: Mamoru ze! Kyouryuu no Tamago,Adventure,6.73,1
5581,Kaitei Daisensou: Ai no 20,Action,6.03,1
8899,Kaitei Shounen Marine,Action,6.49,65
21551,Kaitei Toshi no Dekiru made,Sci-Fi,8,1
28111,Kaitou Gary no Nihonjin Kouryakuhou!,Drama,5.54,1
19053,Kaitou Jigoma Ongaku-hen,Music,4.75,1
17403,Kaitou Lupin: 813 no Nazo,Mystery,6.73,1
19987,Kaitou Pride,Adventure,6.75,105
19505,Kaizoku Ouji,Adventure,7,31
29481,Kakinoki Mokkii,Fantasy,4.33,1
30704,Kakko Kawaii Sengen! Specials,Comedy,5.13,14
23613,Kakkun Cafe,Comedy,5.86,1
34006,Kakuchou Shoujo-Kei Trinary,Mecha,7.5,Unknown
31015,Kakusensou,Drama,8.5,1
30245,Kamaishi no &quot;Kiseki&quot;: Inochi wo Mamoru Tokubetsu Jugyou,Drama,5,1
29985,Kamen no Marionette-tachi,Dementia,6.75,1
13769,Kamen no Ninja Akakage,Action,6.89,23
34292,Kamigami no Ki,,4.33,Unknown
19993,Kaminari Boy Pikkaribee★,Adventure,6.2,54
13817,Kamiusagi Rope,Comedy,6,14
30154,Kamiusagi Rope (ONA),Comedy,6,Unknown
13819,Kamiusagi Rope 2,Comedy,5.41,12
30149,Kamiusagi Rope 2 Specials,Comedy,3.67,4
30150,Kamiusagi Rope 3,Comedy,4.67,12
13831,Kamiusagi Rope 3 (ONA),Comedy,5.76,3
13823,Kamiusagi Rope Movie Episode 0,Comedy,4.92,1
30148,Kamiusagi Rope Specials,Comedy,4.5,2
13821,Kamiusagi Rope tsuka,Adventure,5.58,1
13825,Kamiusagi Rope x au Collaboration,Comedy,5.2,Unknown
13827,Kamiusagi Rope x Panasonic Collaboration,Comedy,5.79,1
30151,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,Comedy,6.25,Unknown
32568,Kamiwaza Wanda,Kids,5.29,Unknown
33177,Kamotori Gonbee,Kids,3.89,1
24977,Kana Kana Kazoku,Comedy,5.11,Unknown
31604,Kana Kana Kazoku Shorts: Naru Haya Kakusan Kibou,Comedy,4.38,6
30442,Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,Comedy,4.45,1
31605,Kana Kana Kazoku: Kakusan Mare Bo ! 1-Wa-5-wa oo Matome Koukai… Ka na?,Comedy,5.11,1
31603,Kana Kana Kazoku: Rika in Wonderland,Comedy,4.25,1
30443,Kana Kana Kazoku: Shinnen no Goaisatsu,Comedy,3.74,1
30444,Kana Kana Kazoku: Stop Rubella,Comedy,4.14,1
30743,Kanagatari. Kanabakari.: Kanadian Families,Slice of Life,6.36,1
24049,Kanai,Mecha,4.12,1
30167,Kanashiki Mongoose,Kids,3.36,1
21913,Kanbee-kun ga Yuku,Comedy,4.76,3
31418,KanColle Movie,Action,7.69,1
26333,Kaneko Misuzu: Yasashisa no Fuukei,Drama,5.25,1
18583,Kangetsu Ittou: Akuryou Kiri,Action,5.23,2
29551,Kanimanji Engi,Fantasy,4.79,1
17217,Kankara Sanshin,Drama,8,1
30435,Kankou Taisen Saitama: Sakuya no Tatakai,,4.24,4
23727,Kansuke-san to Fushigi na Jitensha,Fantasy,5.5,1
23639,Kappa Kawatarou,Kids,4.85,1
9584,Kappa no Sanpei,Adventure,6.11,1
29491,Kappa no Suribachi,Fantasy,5,1
31506,Kappa no Ude,,4.46,1
20123,Kappamaki,Comedy,5.43,130
8065,Karakuri Kengou Den Musashi Lord,Action,6.37,50
5140,Karaoke Senshi Mike-tarou,Kids,7.05,20
27841,Karasu no Panya-san/Dorobou Gakkou,Kids,5.67,2
29489,Karasu no Puuta,Kids,8,Unknown
7479,Karate Baka Ichidai,Historical,7.35,47
29361,Kareshi wa Hammerhead Shark,Comedy,3.78,Unknown
20127,Kariage-kun,Comedy,6.5,59
9371,Karl to Fushigi na Tou,Kids,5.14,26
29661,Karma,Dementia,4.49,1
28571,Karugamo Oyako no Hi no Youjin,Drama,5.67,1
6366,Karuizawa Syndrome,Action,6.27,1
32623,Kasa Jizou,Fantasy,4.43,1
28361,Kaseifu ga Ita.,Comedy,4.55,1
24047,Kaseki Dorobou to Kyouryuuseki,Adventure,5.59,1
31926,Kashikokimono,Music,4.93,1
27721,Kasumin,Fantasy,6.64,26
27723,Kasumin 2nd Season,Fantasy,6.36,26
14039,Katayoku no Khronos Gear,Action,7.75,1
29966,Katsuobushi Dayo Jinsei wa,Kids,4.28,1
21101,Katta-kun Monogatari,Adventure,5,1
9832,Katte ni Shirokuma,Comedy,6.04,1
22111,Kattobase! Dreamers: Carp Tanjou Monogatari,Sports,5.2,1
10797,Kayoe! Chuugaku,Comedy,6.77,Unknown
26229,Kaze no Tabibito,Drama,6.33,1
32832,Kaze no You ni,Drama,6.14,1
24681,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone Specials,Adventure,6.24,2
20143,Kazu &amp; Yasu Hero Tanjou,Drama,6.67,1
28691,Kemurigusa Monogatari,,7.33,1
29433,Ken to Kaijuu,Fantasy,5.67,6
32420,Ken-chan,Kids,4.75,1
21099,Kenji no Trunk,Fantasy,6.1,1
29453,Kenka no Ato wa,Kids,5.17,1
27837,Kenritsu Umisora Koukou Yakyuubu-in Yamashita Tarou-kun,Sports,5.67,1
17339,Kentauros no Densetsu,Action,5.58,1
19515,Kentoushi,Seinen,6.25,3
22573,Kero Kero Keroppi no Aladdin to Mahou no Lamp,Fantasy,5.91,1
22641,Kero Kero Keroppi no Bikkuri! Obakeyashiki,Kids,5.54,1
17985,Kero Kero Keroppi no Boku-tachi no Takaramono,Fantasy,6.5,1
18087,Kero Kero Keroppi no Bouken: Pink no Kinoko,Fantasy,6.15,1
17983,Kero Kero Keroppi no Christmas Eve no Okurimono,Fantasy,6.1,1
22625,Kero Kero Keroppi no Dai Bouken,Adventure,6,1
17489,Kero Kero Keroppi no Daibouken: Fushigi na Mame no Ki,Adventure,6.11,1
22605,Kero Kero Keroppi no Ganbare! Keroppooz,Fantasy,6,1
15663,Kero Kero Keroppi no Gulliver no Bouken,Adventure,6.21,1
22615,Kero Kero Keroppi no Kero Kero House no Himitsu,Fantasy,6.84,1
22643,Kero Kero Keroppi no Kyouryuu ga Deta,Fantasy,6.1,1
22653,Kero Kero Keroppi no Mitsubachi Daisoudou,Fantasy,6.17,1
17987,Kero Kero Keroppi no Robin Hood,Fantasy,6.49,1
22649,Kero Kero Keroppi no Sanjuushi,Fantasy,6.3,1
22647,Kero Kero Keroppi no Sora Tobu Yume no Fune,Fantasy,6.62,1
22645,Kero Kero Keroppi no Sora wo Tobetara,Adventure,6.45,1
22637,Kero Kero Keroppi no Tomodachi ni Narou yo,Fantasy,5.92,1
22639,Kero Kero Keroppi no Tomodachi wa Mahoutsukai,Kids,5.73,1
22619,Kero Kero Keroppi no Tomodachitte Ii na,Kids,6.31,1
22613,Kero Kero Keroppi no Yowamushi-ouji no Daibouken,Adventure,6.21,1
22651,Kero Kero Keroppi: Hasunoue Town Kiki Ippatsu!,Fantasy,6.62,6
8244,Keshikasu-kun,Comedy,4.63,Unknown
8353,Ketsuinu,Comedy,5.04,13
29679,Ki Renka,Demons,4.13,1
10237,Ki-Fighter Taerang,Adventure,5.92,26
28965,Kibun wa Uaa Jitsuzai OL Kouza,Comedy,5.83,1
3870,Kick no Oni,Shounen,7.25,26
19683,Kick no Oni (1971),Shounen,4.78,1
7525,Kick Off 2002,Sports,6.5,26
26139,Kie Saranu Kizuato: Hi no Umi Osaka,Historical,8.67,1
5928,Kigyou Senshi Yamazaki: Long Distance Call,Drama,5.92,1
26225,Kii-chan Watashi,Drama,7.25,1
23085,Kikansha Sensei,Comedy,6.67,1
8492,Kikansha Yaemon,Fantasy,5.64,1
8494,Kikansha Yaemon: D51 no Daibouken,Fantasy,5.31,1
9292,Kiki to Lala no Aoi Tori,Kids,6.12,1
29247,Kiki to Lala no Habatake! Pegasus,Kids,5.65,1
17977,Kiki to Lala no Hakuchouza no Ohimesama,Kids,5,1
17483,Kiki to Lala no Hansel to Gretel,Kids,4,1
17981,Kiki to Lala no Hoshi no Dance Shoes,Kids,4.75,1
29249,Kiki to Lala no Mamatte Suteki!,Kids,5.43,1
17485,Kiki to Lala no Ohimesama ni Naritai,Kids,5.65,1
17979,Kiki to Lala no Papa to Mama ni Aitai,Kids,4.88,1
8883,Kikou Heidan J-Phoenix: PF Lips Shoutai,Comedy,5.61,3
5192,Kiku-chan to Ookami,Adventure,6.35,1
21749,Kimama ni Idol,Music,6.19,1
22595,Kimezou no Kimarimonku Ja Kimaranee.,Comedy,4.91,12
22597,Kimezou no Kimarimonku Ja Kimaranee. Featuring Sabu-Otoko,Comedy,5,12
30976,Kiminari Dousuru? Yuukai Itazura: Sarenai Tame ni,Drama,7,1
34233,Kimoshiba,Comedy,7,Unknown
19941,Kimu no Juujika,Drama,7.5,1
19995,King Kong: 001/7 Tom Thumb,Adventure,5,26
32989,King of Prism by Pretty Rhythm Short Anime,Comedy,5.78,1
33034,Kiniro Mosaic: Pretty Days,Comedy,7.23,1
26231,Kiniro no Kujira,Drama,5.67,1
29555,Kinken Chochiku Shiobara Tasuke,Historical,4.21,1
3277,Kinnikuman: Haresugata! Seigi Choujin,Action,6.3,1
3275,Kinnikuman: Seigi Choujin vs. Kodai Choujin,Action,6.44,1
3279,Kinnikuman: Seigi Choujin vs. Senshi Choujin,Action,6.22,1
6012,Kinpatsu no Jeanie,Drama,6.53,13
10759,Kintarou,Drama,5.93,1
31071,Kinyoru,Comedy,4.14,5
32408,Kinyoru,Cars,4.31,2
32448,Kirin Ashita no Calendar,Historical,6.43,1306
23349,Kirin Monoshiri Yakata,Kids,5.56,1565
30079,Kirin no Otenki Mama-san,Fantasy,3.53,12
33858,Kissaten Soudou,Comedy,3.46,1
32693,Kitakaze to Taiyou,Kids,4.56,1
28035,Kitsune no Home Run Ou,Kids,4.16,1
26233,Kitsune no Kan Chigai,Drama,5.67,1
26327,Kitsune to Budou,Drama,5.8,1
30407,Kitsutsuki: The Ten Hole Stories,Dementia,4.53,1
29549,Kitty to Daniel no Odoru Santa-san no Himitsu,Fantasy,6.2,1
29543,Kitty to Daniel no Suteki na Christmas,Kids,6.4,1
22499,Kitty to Mimmy no Happy Birthday,Fantasy,6.54,1
33915,Kitty-chan wo Sagase! Toyama-shi Stamp Rally,Comedy,4.25,1
34286,KiyaKiya,Psychological,5.67,1
25061,Kizu darake no Tenshi-tachi,Comedy,5.38,1
34120,Kizuna (ONA),Drama,5.13,1
31000,Kizuna: Ningen no Uta Part 2,Drama,7,1
18321,Kkomaeosa Ttori,Action,4.5,1
18301,Kkureogi Balmyeongwang,Action,3.5,1
30048,Kkurukkuruwa Chingudeul,Adventure,4.2,13
23637,Kobito to Ao Mushi,Kids,6.43,1
19585,Kobo-chan,Comedy,6.72,63
22511,Kobutori,Comedy,5.38,1
29920,Kobutori (1957),,4.75,1
34503,Kochinpa! Dainiki,Comedy,3.4,24
33877,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha,Comedy,7,1
33874,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Maguro no Notta Keikan,Comedy,6.96,1
33882,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Mezase! Kameari Superstar!! Ryoutsu-shiki Aidoru h,Comedy,7,2
33880,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kuinee! - Choujyou Maguro Taiket,Comedy,6.64,2
33876,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san to Chyuuken Rakkii Monogatari - Kameari D,Comedy,7.29,1
33878,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu no Asakusa Rinyuuaru Daisakusen!! - Aa,Comedy,7.05,1
33875,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu vs. Nakimushi Aidoru!? Nihon Ikkai Dai-Sug,Comedy,6.95,1
33879,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Shiiron Tankentai! Sumidagawa no Chikai - Omoide n,Comedy,7.2,2
33454,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kakichi Saigo no Hi,Comedy,7.77,1
33881,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Washi to Ore!? - Bokura wa Asakusa Shounen Tanteid,Comedy,7.18,2
30235,Kochira Tamago Outou Negaimasu,Comedy,4.5,1
32430,Kodanuki Ponpo,Kids,4.86,1
26091,Koe wo Kikasete,Drama,8.33,1
26345,Kogitsune no Okurimono,Drama,6.5,1
28569,Kogitsune no Shouboutai,Drama,6.67,1
6261,Koguma no Misha,Adventure,6.42,26
24489,Koha Ginjiro,Action,5.6,3
24775,Koishite!! Namashi-chan,Kids,6.14,Unknown
31587,Kojin Toshi,Dementia,3.79,1
30968,Kokoro no Catchball,Kids,7.33,1
28047,Kokoro no Chikara,Adventure,4.49,1
26293,Kokoro no Hanataba,Kids,7.5,1
26109,Kokoro no Koukyougaku,Drama,6.33,1
26117,Kokoroya,Kids,8,1
32759,Kokuen,Drama,4.52,1
23829,Komatsu Sakyo Anime Gekijou,Comedy,5.17,24
29738,Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,Music,5.47,10
16263,Konchuu Tsurezuregusa,Kids,5.8,1
30129,Konna Ko Iru kana,Kids,4,Unknown
24073,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www,Comedy,5.5,1
27519,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV),Comedy,5.53,12
28885,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV): Heroine Kentei,Comedy,4.78,11
30212,Kono Mayonnaise wa Yuru Sugiru,Dementia,4.25,1
15227,Kono Sekai no Katasumi ni,Drama,8.14,1
12981,Kono Shihai kara no Sotsugyou: Ozaki Yutaka,Historical,5.63,1
26095,Kono Sora no Shita de,Drama,6.33,1
10335,Konpeki no Kantai: Sourai Kaihatsu Monogatari,Historical,6.45,1
17599,Konpora Kid,Comedy,5.75,26
25921,Koori no Kuni no Misuke,Adventure,6,1
18081,Koro Koro Kuririn no Inaka no Nezumi Tokai no Nezumi,Fantasy,5.65,1
10564,Korogashi Ryouta,Action,5.9,3
29745,Korokoro Animal,Kids,6,60
29759,Korokoro Animal 2,Kids,4.67,51
23733,Kosys! Kochira Keihime Tetsudou: Kouhou System-ka,Comedy,4.6,2
33854,Kosys! Lite: Tsuyoku Suishou Bansaku no Sunglasses - Password Tsukai-mawashi no Jutsu,Comedy,5.4,1
7189,Kotatsu Neko,Comedy,5.07,26
8595,Kotencotenco,Adventure,6.18,52
33123,Koto Nakare Hero Gingerman,Comedy,3.8,12
31239,Kotori Samba,Comedy,6.75,240
33226,Kotowaza Gundam-san,Comedy,6.13,17
20117,Kotowaza House,Comedy,5.63,773
2173,Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,Adventure,5.94,1
17469,Kouchuu Ouja Mushiking: Greatest Champion e no Michi,Adventure,5.47,1
24159,Kougyou Aika Volley Boys,Comedy,5.64,2
6571,Koume-chan ga Iku!,Comedy,5.9,12
23097,Kousagi Monogatari,Comedy,6.2,1
17563,Koutetsu no Vendetta Episode 0,Action,6.09,1
32626,Kozaru no Buranko,Kids,4.95,1
33528,Kubbe Kort Animasjon,Fantasy,5.64,24
33527,Kubbe no Ongakukai,Fantasy,4.62,1
24797,Kubire 3 Sisters,Comedy,3,7
19687,Kuiba II: Dazhan Yuan Yang Jie,Action,7,1
19781,Kuiba III: Zhanshen Jueqi,Action,6.82,1
28151,Kujakuou: Sengoku Tensei,Action,4.33,1
30176,Kujira,Adventure,5.74,1
5886,Kujira no Josephina,Adventure,6.53,23
9339,Kuma no Gakkou: Jackie to Katie,Comedy,6.33,1
28119,Kuma no Minakuro to Kouhei Jiisan,Drama,6.33,1
11197,Kuma no Puutarou,Comedy,6.3,30
23699,Kumo ni Noru,Action,5.18,2
28053,Kumo no Ito,Fantasy,5.8,1
26279,Kumo no Ito (OVA),Fantasy,6.36,1
29718,Kumo no Ito (Special),Drama,6.6,1
31007,Kumori Nochi Hare,Drama,6.33,1
34201,Kuni-chan no Ikka Ranran,Drama,7.5,1
17669,Kunimatsu-sama no Otoridai,Comedy,6.88,46
5809,Kupu~!! Mamegoma!,Kids,6.44,51
30395,Kuripuri*Kuripura,Comedy,3.2,1
31873,Kuro,Kids,5.28,1
19135,Kuroi Ame ni Utarete,Drama,6.25,1
29603,Kurokan,Sports,6.64,Unknown
26043,Kurumiwari Ningyou (2014),Drama,7,1
17749,Kuruneko: Kurunekobin,Comedy,6.71,4
17753,Kuruneko: Nyaalock Holmes no Bouken,Comedy,6.7,4
33348,Kushimitama Samurai,Action,5.67,1
22465,KutsuDaru.,Fantasy,6.03,48
33115,Kutsuya to Kobito,Fantasy,5.06,1
18773,Kuwagata Tsumami,Comedy,6.5,84
28109,Kuzuryuugawa to Shounen,Drama,7.75,1
19325,Kwaegeol Longman Narongi,Adventure,7.43,52
17439,Kyojin no Hoshi (Movie),Drama,6.13,1
17441,Kyojin no Hoshi: Chizome no Kesshousen,Drama,6.25,1
17445,Kyojin no Hoshi: Dai League Ball,Drama,5.86,1
17443,Kyojin no Hoshi: Ike Ike Hyuuma,Drama,6.57,1
17447,Kyojin no Hoshi: Shukumei no Taiketsu,Drama,4.75,1
28579,Kyoro-chan no Jishin Youjin Hi no Youjin,Drama,6.88,1
20603,Kyoufu no Kyou-chan,Comedy,4.58,7
17615,Kyoufu Shinbun,Horror,5.38,2
31539,Kyoufu! Zombie Neko,Comedy,5.71,Unknown
28067,Kyouryoku Boukuusen,Action,3.57,1
29493,Kyouryou Pikora,Adventure,3.93,1
7681,Kyouryuu Wakusei,Adventure,6.5,60
27847,Kyoushitsu wa Obake ga Ippai/Boku wa Yuusha da zo,Fantasy,6.5,1
17673,Kyubi no Kitsune to Tobimaru (Sesshoseki),Demons,7,1
27393,Kyuumei Senshi Nanosaver,Adventure,5.75,28
30066,L/R: Licensed by Royal Special,Action,6.36,1
6206,La Vilaine LuLu,Comedy,4.5,13
9947,Lan Mao,Adventure,6.04,Unknown
30098,Lao Fu Zi Fan Dou Zhen Tan,Comedy,5.94,1
30096,Lao Fu Zi Shui Hu Chuan,Comedy,6.71,1
30099,Lao Fu Zi Zhi Xiao Shui Hu Chuan Qi,Comedy,6.15,1
31673,Larva 2nd Season,Comedy,7.05,34
31674,Larva 3rd Season,Comedy,7.09,26
29712,Learn to Love,Dementia,5.5,1
23597,Legend of Basara: Shinbashi Theater,Comedy,6.31,1
30343,Legend of the Moles: The Frozen Horror,Adventure,6,1
30349,Legend of the Moles: The Treasure of Scylla,Adventure,7.2,1
6065,Lemon Angel YJ-ban,Romance,5.71,2
29003,Lena lena,Slice of Life,5.33,13
31054,Letchu,Comedy,5.05,76
32310,Letchu,Comedy,3.52,1
22421,Licca-chan to Mahou no Kuni,Fantasy,4.38,7
33782,Life!,Comedy,5.25,Unknown
16820,Lightning Atom,Action,5.11,1
32784,Lina Poe Poe,Music,3.93,1
18155,Linetown,Comedy,6.18,50
13177,Little Charo,Slice of Life,6.57,50
13179,Little Charo 2,Slice of Life,6.3,50
13465,Little Charo: Touhoku-hen,Kids,6.25,12
25027,Little Polar Bear: Shirokuma-kun,Adventure,6.56,1
25029,Little Polar Bear: Shirokuma-kun,Adventure,5.78,1
28097,Little Twins,Adventure,6,3
28099,Little Twins: Bokura no Natsu ga Tondeiku,Adventure,6.71,1
29421,Liv &amp; Bell,Adventure,6.5,3
17102,Lolling Seutajeu,Kids,5.6,26
17104,Lolling Seutajeu (Movie),Kids,6,1
32823,Long Zai Na Li,Adventure,7.5,1
31493,Lord of Vermillion III Special Anime Movie,Action,5.39,1
32844,Love Will Find the Way Back Home,Music,4.89,1
23901,Lovely Movie: Itoshi no Muco Season 2,Slice of Life,5.58,22
23899,Lovely Movie: Itoshi no Muco Specials,Slice of Life,4.67,3
31205,Lulin Da Maoxian,Adventure,6.5,1
33443,Luo Xiao Hei Zhan Ji,Comedy,7.4,Unknown
31984,Lupin Shanshei Pilot,Comedy,5.5,1
33755,Ma Shen,Drama,6,Unknown
7500,Maabou no Shounen Koukuu Tsuwamono,Historical,5.88,1
30055,Mabeob Chunjamun: Daemawangui Buhwaleul Magala,,4.6,1
30057,Mabeobsaui Adeul Koli,Adventure,4.2,13
27965,Maboroshi Mabo-chan,Adventure,6,24
4905,Mach Girl,Cars,5.47,26
19971,Machi Ichiban no Kechinbou,Drama,5.61,1
16131,Machine Robo: Butchigiri Battle Hackers,Action,6.22,31
6577,Machine Robo: Leina,Action,6.25,3
30673,Made in Japan,Comedy,4.43,1
30873,Madou King Granzort: Nonstop Rabi,Action,6.71,1
3828,Maegami Tarou,Adventure,6.08,1
31463,Maemilggot,Drama,5.5,1
15915,Magical Hat,Adventure,5.3,33
33907,Magical Music Train,Music,3.53,1
28559,Magical Puuta no Hi Asobi wa Abunai yo,Drama,6.2,1
15407,Magical Suite Prism Nana,Magic,7.93,7
22827,Magical★Taruruuto-kun Movie,Adventure,6,1
22981,Magical★Taruruuto-kun: Moeru! Yuujou no Mahou Taisen,Adventure,6.6,1
22979,Magical★Taruruuto-kun: Sukisuki Takoyaki!,Adventure,6.5,1
5151,Mahjong Hishouden: Naki no Ryuu,Action,6.39,3
23129,Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo Song Special,Magic,5.49,1
30298,Mahou no Princess Minky Momo: Yume wo Dakishimete Specials,Magic,6,3
33358,Mahou no Star Magical Emi: Finale! Finale!,Comedy,6,1
32257,Mahou no Tenshi Creamy Mami no Otogibanashi,Fantasy,5.05,1
32259,Mahou no Tenshi Creamy Mami: Perfect Memory,Parody,5,1
22239,Mahou no Yousei Persia Pilot,Magic,5.09,1
8495,Mahoutsukai Haley no Speed Story,Fantasy,6.06,1
33183,Mahoutsukai Precure! Movie,Action,7.71,1
20499,Maji,Drama,6.17,3
30094,Majin Sentai Death Ranger: Ubawareta Pudding!,Action,3.79,1
8889,Majo Demo Steady,Comedy,5.45,1
9818,Mak Dau BoloYao WongZi,Comedy,7.18,1
30051,Mak Dau Dang Dang Ban wo Xin,Comedy,6.11,1
9817,Mak Dau Goo Si,Comedy,7.02,1
30052,Mak Dau wo He wo Mama,Comedy,6.25,1
9819,Mak Dau Xiang Dang Dang,Comedy,6.81,1
28577,Makehen de! Roku-nen San-kumi no Hanshin Daishinsai,Drama,8,1
31008,Makeruna! Senta: Sayonara Ijime Mushi,Drama,6,1
25073,Makiba no Shoujo Katori Specials,Adventure,6.5,2
20229,Makkuro na Obentou,Drama,7.67,1
32224,Mako-chan no Koutsuu Anzen,Drama,3.77,1
8372,Makoto-chan,Comedy,5.41,1
28989,Maku,Dementia,6.18,1
29782,Malay Oki Kaisen,Historical,4.21,1
30906,Malta no Bouken,Kids,5.33,12
26087,Mama Ohanashi Kikasete,Fantasy,7.4,15
33551,Mameshi-Pamyu-Pamyu,Comedy,5.26,9
33552,Mameshiba Bangai-hen,Comedy,5.62,4
33542,Mameshiba Gakuen,Comedy,5.13,Unknown
33705,Mameshiba the DVD Green Pea-shiba no Kutsujoku,Comedy,5.5,4
33547,Mameshiba x Gaist Crusher Collab CM,Comedy,5.08,1
12185,Mameushi-kun,Comedy,6.56,52
30930,Mameushi-kun no Koutsuu Anzen,Drama,6,1
